"","latitude","longitude"
"31707-vaillant-bagnolet",48.8583956785465,2.41486062800384
"31708-noisy-bagnolet",48.8744577172414,2.41513809225074
"32001-proudhon-saint-denis",48.9064693732438,2.35844205395494
"32003-metallurgie-saint-denis",48.9093300218896,2.35805056573641
"32004-bailly-saint-denis",48.915198642437,2.35750068368611
"32604-kock-les-lilas",48.8812154273023,2.42020915533382
"32605-hortensias-les-lilas",48.8821730942046,2.42327263606036
"33102-jaures-1-pre-saint-gervais",48.8865269832675,2.40746868938648
"33103-jaures-2-pre-saint-gervais",48.8840012644345,2.40798991938787
"35009-lolive-1-pantin",48.8921394093072,2.40910773770119
"35013-tell-pantin",48.8894884200148,2.41984896873455
"41201-de-ricard-fontenay-sous-bois",48.8463028606941,2.47240877487039
"41602-digeon-saint-mande",48.8435469599157,2.41831747656715
"41604-lagny-saint-mande",48.8493118268378,2.41790976904234
"41605-general-de-gaulle-2-saint-mande",48.8360886795229,2.41890759472368
"42008-casanova-ivry",48.8142062847559,2.38420701355798
"42203-eluard-charenton",48.8204038940088,2.40840547215674
"42206-paris-2-charenton",48.8237840896708,2.41001354040084
"42502-raspail-2-gentilly",48.8131276479162,2.34679437435222
"42505-frerot-gentilly",48.8157687919839,2.35047619893454
"42701-gide-le-kremlin-bicetre",48.80721112325,2.35385267286824
"42702-leclerc-kremlin-bicetre",48.8104774996005,2.35817289646248
"42706-salengro-kremlin-bicetre",48.8146624956089,2.36134550272134
"43001-paris-1-vincennes",48.8463380538888,2.42024734047464
"43002-lagny-vincennes",48.8488790190043,2.42619842213181
"43004-montreuil-vincennes",48.8504183667604,2.43451378622076
"43006-minimes-vincennes",48.8414868563002,2.43079345113368
"43007-vorges-vincennes",48.8482577527294,2.43989289938624
"44101-place-mongolfier-saint-maurice",48.8150500061975,2.45923941480648
"44102-verdun-saint-maurice",48.8221758049375,2.42150447606237
